Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
gaussian,1008,63,Fan1,751428571.43,6.68,6278,1120714285.71,6.68,5600,0.91,69.35,0.09,55.59,0.28,0.00,0.29,7.21,7.21,51422857142.86,0.65,6.68,50.80,0.09,1.47,3.78,0.12,92.26,1,0.08,7.74,28.96,31.54,51.22,48.91,48.91,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.87,20.11,64,100
gaussian,1008,64,Fan2,870925110.13,8.82,141893,1301549498.29,9.89,108960,9.89,105044.77,4.45,10.17,0.24,0.18,0.24,6.01,6.01,78685756240.82,8.98,9.89,90.43,3.77,75.71,1.38,0.08,91.85,1,0.08,8.15,14.50,15.96,16.94,16.93,16.93,6307.11,2018276,6311.15,2019569,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.25,6.64,32,50
gaussian,1008,65,Fan1,720930232.56,7.04,5938,1078427810.08,7.04,5504,0.96,68.05,0.10,56.59,0.28,0.00,0.29,7.35,7.35,51959302325.58,0.69,7.04,50.75,0.10,1.47,3.38,0.12,92.14,1,0.08,7.86,28.94,31.52,45.06,43.03,43.03,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.05,20.39,64,100
gaussian,1008,66,Fan2,872390473.39,8.82,141992,1304123174.56,9.90,108832,9.90,104264.21,4.45,10.27,0.24,0.18,0.24,6.05,6.05,78754778006.47,8.82,9.90,89.15,3.77,75.63,1.38,0.08,91.91,1,0.08,8.09,14.48,15.94,17.07,17.05,17.05,6307.11,2018276,6311.90,2019807,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.35,6.80,32,50
gaussian,1008,67,Fan1,718750000,6.99,6089,1080729166.67,6.99,5632,0.93,70.97,0.09,54.21,0.27,0.00,0.28,7.05,7.05,51471590909.09,0.67,6.99,50.78,0.09,1.47,3.29,0.12,92.42,1,0.08,7.58,28.91,31.49,45.53,43.48,43.48,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.04,20.37,64,100
gaussian,1008,68,Fan2,871147637.22,8.78,142028,1302020656.00,9.89,109024,9.89,106417.86,4.43,9.98,0.24,0.18,0.24,5.91,5.91,78358379806.28,8.92,9.89,90.17,3.75,76.00,1.39,0.08,91.78,1,0.08,8.22,14.50,15.96,16.92,16.91,16.91,6289.40,2012607,6294.21,2014146,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.12,6.44,32,50
gaussian,1008,69,Fan1,689265536.72,7.13,5831,1029043079.10,7.13,5664,0.97,69.45,0.10,55.35,0.28,0.00,0.29,7.20,7.20,50322033898.31,0.70,7.13,50.80,0.10,1.47,3.37,0.11,92.67,1,0.07,7.33,28.89,31.46,48.23,46.06,46.06,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.07,20.42,64,100
gaussian,1008,70,Fan2,872209165.69,8.78,142076,1303515471.99,8.78,108928,8.40,104898.90,4.42,8.71,0.24,0.18,0.24,5.99,5.99,78403936545.24,8.40,8.78,86.59,3.75,73.45,1.40,0.08,91.74,1,0.08,8.26,14.51,15.98,16.92,16.91,16.91,6276.49,2008476,6281.77,2010168,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.17,6.51,32,50
gaussian,1008,71,Fan1,729411764.71,7.07,5942,1091942401.96,7.07,5440,0.96,71.17,0.09,53.95,0.27,0.00,0.28,7.03,7.03,52817647058.82,0.68,7.07,50.78,0.09,1.47,3.51,0.11,92.59,1,0.07,7.41,28.87,31.44,49.63,47.39,47.39,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.99,20.30,64,100
gaussian,1008,72,Fan2,872652582.16,8.77,142298,1304255000.49,9.78,109056,9.78,104491.01,4.42,10.17,0.24,0.18,0.24,6.01,6.01,78343016431.92,8.86,9.78,90.78,3.74,75.81,1.43,0.08,91.76,1,0.08,8.24,14.49,15.96,17.36,17.35,17.35,6276.49,2008476,6281.48,2010072,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.21,6.58,32,50
gaussian,1008,73,Fan1,732558139.53,7.00,6026,1094355620.16,7.00,5504,0.94,71.22,0.09,53.86,0.27,0.00,0.28,7.02,7.02,52540697674.42,0.68,7.00,50.80,0.09,1.47,3.37,0.12,92.25,1,0.08,7.75,28.84,31.41,45.52,43.47,43.47,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.08,20.44,64,100
gaussian,1008,74,Fan2,871218795.89,8.77,141973,1302185817.43,9.79,108960,9.79,104775.81,4.43,10.06,0.24,0.18,0.24,6.00,6.00,78261674008.81,8.68,9.79,90.87,3.75,76.02,1.40,0.08,91.80,1,0.08,8.20,14.48,15.94,17.09,17.08,17.08,6276.49,2008476,6281.43,2010059,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.10,6.40,32,50
gaussian,1008,75,Fan1,729166666.67,7.13,5855,1088386656.75,7.13,5376,0.97,66.69,0.09,57.47,0.29,0.00,0.30,7.50,7.50,53255952380.95,0.69,7.13,50.81,0.09,1.47,3.48,0.12,92.17,1,0.08,7.83,28.82,31.39,46.46,44.37,44.37,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.74,19.91,64,100
gaussian,1008,76,Fan2,870377164.66,8.80,141902,1300716661.77,9.78,109024,9.78,101735.16,4.42,10.41,0.25,0.18,0.25,6.16,6.16,78468447314.35,8.83,9.78,90.11,3.74,76.07,1.35,0.08,91.90,1,0.08,8.10,14.50,15.96,16.71,16.70,16.70,6258.82,2002824,6264.48,2004632,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.46,6.96,32,50
gaussian,1008,77,Fan1,720930232.56,7.04,5931,1077186288.76,7.04,5504,0.96,71.38,0.09,53.64,0.27,0.00,0.28,7.01,7.01,51936046511.63,0.68,7.04,50.81,0.09,1.48,3.68,0.12,92.23,1,0.08,7.77,28.80,31.36,49.62,47.39,47.39,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.92,20.19,64,100
gaussian,1008,78,Fan2,870854123.86,8.74,141986,1301711855.49,8.74,109024,8.10,103238.29,4.40,8.79,0.24,0.18,0.24,6.05,6.05,77917522747.29,8.10,8.74,85.93,3.73,73.42,1.35,0.08,91.79,1,0.08,8.21,14.51,15.98,16.48,16.47,16.47,6245.97,1998710,6250.83,2000266,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.18,6.52,32,50
gaussian,1008,79,Fan1,741176470.59,6.96,6044,1110508578.43,6.96,5440,0.94,69.21,0.09,55.26,0.28,0.00,0.29,7.23,7.23,52817647058.82,0.67,6.96,50.81,0.09,1.48,3.27,0.12,92.22,1,0.08,7.78,28.77,31.34,44.05,42.07,42.07,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.00,20.31,64,100
gaussian,1008,80,Fan2,871659324.52,8.70,142024,1302765540.87,9.72,108960,9.72,101256.05,4.40,10.33,0.25,0.18,0.25,6.17,6.17,77652863436.12,8.72,9.72,90.11,3.73,76.11,1.39,0.08,91.74,1,0.08,8.26,14.49,15.96,16.84,16.83,16.83,6245.97,1998710,6250.13,2000043,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.31,6.73,32,50
gaussian,1008,81,Fan1,729651162.79,6.96,6008,1091388081.40,6.96,5504,0.94,71.14,0.09,53.72,0.27,0.00,0.28,7.03,7.03,51994186046.51,0.67,6.96,50.81,0.09,1.48,3.17,0.11,92.50,1,0.07,7.50,28.75,31.31,44.32,42.32,42.32,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.83,20.05,64,100
gaussian,1008,82,Fan2,873053188.36,8.69,142128,1304541336.08,9.72,108896,9.72,101870.59,4.40,10.27,0.25,0.18,0.25,6.14,6.14,77707023214.81,8.62,9.72,89.35,3.72,76.17,1.37,0.08,91.87,1,0.08,8.13,14.47,15.94,16.82,16.80,16.80,6245.97,1998710,6250.99,2000318,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.25,6.65,32,50
gaussian,1008,83,Fan1,739644970.41,7.01,5976,1104536489.15,7.01,5408,0.95,70.14,0.09,54.43,0.27,0.00,0.29,7.13,7.13,53071005917.16,0.68,7.01,50.83,0.09,1.48,3.39,0.12,92.41,1,0.08,7.59,28.72,31.29,46.72,44.62,44.62,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.75,19.93,64,100
gaussian,1008,84,Fan2,871621621.62,8.69,141992,1302721369.47,9.65,108928,9.65,104125.01,4.39,10.03,0.24,0.18,0.24,5.99,5.99,77555816686.25,8.53,9.65,90.62,3.72,76.32,1.37,0.08,91.80,1,0.08,8.20,14.50,15.96,16.71,16.70,16.70,6228.36,1993075,6232.41,1994371,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.12,6.44,32,50
gaussian,1008,85,Fan1,724852071.01,7.09,5859,1082963510.85,7.09,5408,0.96,65.92,0.09,57.85,0.29,0.00,0.30,7.59,7.59,52633136094.67,0.69,7.09,50.84,0.09,1.48,3.37,0.12,92.33,1,0.08,7.67,28.70,31.26,46.08,44.01,44.01,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.80,19.99,64,100
gaussian,1008,86,Fan2,871953010.28,8.71,142062,1303245839.45,8.71,108960,7.92,101338.90,4.38,8.90,0.25,0.18,0.25,6.14,6.14,77740088105.73,7.92,8.71,87.11,3.71,74.04,1.38,0.09,91.67,1,0.08,8.33,14.51,15.98,16.53,16.51,16.51,6215.56,1988978,6220.65,1990609,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.22,6.59,32,50
gaussian,1008,87,Fan1,709770114.94,7.01,5897,1058638649.43,7.01,5568,0.96,69.39,0.09,54.91,0.28,0.00,0.29,7.21,7.21,50971264367.82,0.68,7.01,50.84,0.09,1.48,3.18,0.11,92.92,1,0.07,7.08,28.68,31.23,47.08,44.96,44.96,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.11,20.48,64,100
gaussian,1008,88,Fan2,873529411.76,8.65,142140,1305566789.22,9.63,108800,9.63,102779.46,4.38,10.09,0.24,0.18,0.24,6.05,6.05,77407058823.53,8.72,9.63,89.70,3.70,76.31,1.40,0.09,91.67,1,0.08,8.33,14.49,15.96,16.85,16.83,16.83,6215.56,1988978,6220.47,1990549,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.17,6.51,32,50
gaussian,1008,89,Fan1,708823529.41,7.04,5768,1059957107.84,7.04,5440,0.98,68.76,0.09,55.35,0.28,0.00,0.29,7.28,7.28,51111764705.88,0.70,7.04,50.84,0.09,1.48,3.29,0.12,92.23,1,0.08,7.77,28.65,31.21,44.37,42.37,42.37,4.78,1529,5.00,1601,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.10,20.47,64,100
gaussian,1008,90,Fan2,872172444.18,8.67,142046,1303442028.99,9.62,108928,9.62,102801.11,4.38,10.14,0.24,0.18,0.24,6.05,6.05,77462103407.76,8.67,9.62,90.34,3.71,76.62,1.39,0.08,91.80,1,0.08,8.20,14.47,15.94,16.94,16.93,16.93,6215.56,1988978,6219.66,1990290,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.24,6.62,32,50
gaussian,1008,91,Fan1,702312138.73,7.19,5818,1050397398.84,7.19,5536,0.97,69.75,0.09,54.52,0.27,0.00,0.28,7.00,7.00,51682080924.86,0.69,7.19,50.84,0.09,1.44,3.32,0.11,92.37,1,0.08,7.63,29.38,32,45.59,43.48,43.48,4.66,1490,4.88,1562,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.57,19.64,64,100
gaussian,1008,92,Fan2,870195129.11,8.66,141907,1300764439.06,9.60,109056,9.60,104173.46,4.37,9.92,0.24,0.17,0.24,5.95,5.95,77188673708.92,8.35,9.60,91.37,3.70,76.21,1.35,0.08,91.71,1,0.08,8.29,14.50,15.96,16.34,16.33,16.33,6198,1983360,6202.94,1984942,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.17,6.52,32,50
gaussian,1008,93,Fan1,728070175.44,6.82,5960,1088754873.29,6.82,5472,0.95,67.80,0.09,56.03,0.27,0.00,0.29,7.20,7.20,50824561403.51,0.68,6.82,50.84,0.09,1.44,2.91,0.11,93.00,1,0.07,7.00,29.36,31.97,43.60,41.59,41.59,4.66,1490,4.88,1562,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.38,19.34,64,100
gaussian,1008,94,Fan2,873859287.61,8.56,142050,1306154020.70,8.56,108704,7.76,104085.61,4.36,8.89,0.24,0.17,0.24,5.95,5.95,76569031498.38,7.62,8.56,87.15,3.69,73.86,1.35,0.09,91.58,1,0.08,8.42,14.51,15.98,16.09,16.08,16.08,6185.25,1979280,6189.31,1980579,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,3.93,6.14,32,50
gaussian,1008,95,Fan1,738235294.12,6.85,6000,1102696078.43,6.85,5440,0.94,67.58,0.09,56.16,0.28,0.00,0.29,7.22,7.22,51747058823.53,0.67,6.85,50.84,0.09,1.44,3.74,0.12,92.33,1,0.08,7.67,29.33,31.95,51.13,48.77,48.77,4.66,1490,4.88,1562,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.57,19.64,64,100
gaussian,1008,96,Fan2,869278169.01,8.55,141759,1299283548.51,9.60,109056,9.60,104498.98,4.37,9.91,0.24,0.17,0.24,5.92,5.92,76129988262.91,8.49,9.60,90.27,3.69,76.17,1.36,0.08,91.68,1,0.08,8.32,14.49,15.96,16.37,16.35,16.35,6185.25,1979280,6189.31,1980580,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.06,6.35,32,50
gaussian,1008,97,Fan1,733088235.29,6.72,5969,1097120098.04,6.72,5440,0.94,67.35,0.09,56.29,0.28,0.00,0.29,7.25,7.25,50441176470.59,0.67,6.72,50.84,0.09,1.44,3.04,0.10,93.01,1,0.07,6.99,29.31,31.92,45.53,43.43,43.43,4.66,1490,4.88,1562,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.45,19.46,64,100
gaussian,1008,98,Fan2,868513632.37,8.56,141806,1298269080.43,9.58,109152,9.58,103092.07,4.37,10.04,0.24,0.17,0.24,6.00,6.00,76150982116.68,8.53,9.58,89.38,3.69,75.79,1.34,0.08,91.92,1,0.08,8.08,14.47,15.94,16.54,16.53,16.53,6185.25,1979280,6190.06,1980820,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.20,6.56,32,50
gaussian,1008,99,Fan1,708571428.57,6.87,5945,1061041666.67,6.87,5600,0.94,72.38,0.09,52.33,0.26,0.00,0.27,6.74,6.74,49857142857.14,0.68,6.87,50.82,0.09,1.44,3.23,0.11,92.73,1,0.07,7.27,29.28,31.90,46.56,44.41,44.41,4.66,1490,4.88,1562,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.81,20.02,64,100
gaussian,1024,0,Fan2,871298405.47,9.27,146359,1301800078.30,12.79,112384,12.79,118797.84,4.63,11.94,0.23,0.18,0.23,5.70,5.70,82712129840.55,10.98,12.79,93.21,3.93,52.64,1.40,0.08,92.27,1,0.08,7.73,14.51,15.96,18.11,18.09,18.09,6765.60,2164992,6770.63,2166603,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.01,6.26,32,50
gaussian,1024,1,Fan1,769508670.52,6.40,6365,1149446050.10,6.40,5536,0.93,83.99,0.08,48.00,0.23,0.00,0.24,6.10,6.10,50468208092.49,0.66,6.40,50.79,0.07,1.45,3.44,0.11,93.11,1,0.07,6.89,29.32,31.93,52.25,49.95,49.95,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.63,19.74,64,100
gaussian,1024,2,Fan2,871685201.03,9.28,146279,1302864509.08,12.90,112224,12.90,108873.71,4.63,13.18,0.25,0.19,0.25,6.22,6.22,82836327345.31,10.99,12.90,93.57,3.93,51.56,1.31,0.08,92.46,1,0.08,7.54,14.49,15.94,17.39,17.38,17.38,6765.60,2164992,6770.45,2166544,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.65,7.27,32,50
gaussian,1024,3,Fan1,742937853.11,6.53,6270,1106608992.47,6.53,5664,0.95,81.71,0.08,49.29,0.24,0.00,0.25,6.27,6.27,49700564971.75,0.67,6.53,50.79,0.06,1.45,3.33,0.11,93.05,1,0.07,6.95,29.30,31.90,50.14,47.94,47.94,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.76,19.93,64,100
gaussian,1024,4,Fan2,871326676.18,9.26,146094,1301924334.28,12.65,112160,12.65,111153.45,4.62,12.85,0.24,0.18,0.24,6.07,6.07,82661626248.22,10.69,12.65,91.89,3.92,52.61,1.32,0.08,92.19,1,0.08,7.81,14.51,15.96,16.97,16.95,16.95,6747.17,2159095,6751.75,2160559,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.33,6.76,32,50
gaussian,1024,5,Fan1,733333333.33,6.50,6352,1102314814.81,6.50,5760,0.93,76.58,0.08,52.55,0.26,0.00,0.27,6.69,6.69,48816666666.67,0.66,6.50,50.79,0.07,1.45,3.36,0.11,92.98,1,0.07,7.02,29.27,31.88,50.03,47.83,47.83,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.48,19.50,64,100
gaussian,1024,6,Fan2,869981492.03,9.29,146179,1299858817.39,10.48,112384,10.48,120212.35,4.61,11.22,0.22,0.18,0.22,5.60,5.60,82766230068.34,9.87,10.48,88.97,3.91,51.47,1.33,0.08,92.29,1,0.08,7.71,14.52,15.98,17.22,17.21,17.21,6733.62,2154760,6737.71,2156068,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,3.95,6.17,32,50
gaussian,1024,7,Fan1,750000000,6.49,6315,1120886600.38,6.49,5632,0.94,74.33,0.08,54.09,0.26,0.00,0.28,6.90,6.90,49846590909.09,0.67,6.49,50.79,0.07,1.45,3.25,0.11,92.92,1,0.07,7.08,29.25,31.85,48.04,45.93,45.93,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.48,19.50,64,100
gaussian,1024,8,Fan2,872613280.14,9.25,146477,1303635888.67,12.59,112288,12.59,108944.96,4.60,12.83,0.25,0.18,0.25,6.18,6.18,82647192932.46,10.90,12.59,93.90,3.91,52.83,1.49,0.09,91.19,1,0.09,8.81,14.51,15.96,16.92,16.91,16.91,6733.62,2154760,6737.68,2156058,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.46,6.97,32,50
gaussian,1024,9,Fan1,712290502.79,6.69,6114,1066922718.81,6.69,5728,0.97,76.55,0.08,52.47,0.26,0.00,0.27,6.69,6.69,48798882681.56,0.69,6.69,50.79,0.07,1.45,3.22,0.11,92.92,1,0.07,7.08,29.23,31.83,47.52,45.43,45.43,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.58,19.66,64,100
gaussian,1024,10,Fan2,872862029.65,9.25,146489,1304130736.89,12.77,112256,12.77,114053.41,4.60,12.35,0.24,0.18,0.24,5.91,5.91,82656499429.87,10.67,12.77,92.38,3.91,52.01,1.33,0.08,92.25,1,0.08,7.75,14.49,15.94,17.17,17.16,17.16,6733.62,2154760,6737.67,2156053,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.25,6.65,32,50
gaussian,1024,11,Fan1,732954545.45,6.55,6158,1093039772.73,6.55,5632,0.96,78.92,0.08,50.84,0.25,0.00,0.26,6.49,6.49,49164772727.27,0.68,6.55,50.79,0.06,1.45,3.16,0.10,93.36,1,0.07,6.64,29.20,31.80,49.75,47.57,47.57,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.35,19.30,64,100
gaussian,1024,12,Fan2,871151653.36,9.24,146211,1301688402.70,12.58,112256,12.58,109058.48,4.60,13.00,0.25,0.18,0.25,6.16,6.16,82426453819.84,10.90,12.58,93.73,3.90,52.66,1.39,0.08,91.88,1,0.08,8.12,14.51,15.96,17.08,17.07,17.07,6715.25,2148880,6720.08,2150426,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.41,6.88,32,50
gaussian,1024,13,Fan1,748538011.70,6.63,6140,1121558235.87,6.63,5472,0.96,77.44,0.08,51.77,0.25,0.00,0.26,6.62,6.62,50824561403.51,0.69,6.63,50.79,0.07,1.45,3.09,0.11,93.08,1,0.07,6.92,29.18,31.78,46.67,44.62,44.62,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.55,19.60,64,100
gaussian,1024,14,Fan2,868742889.65,9.22,146183,1298560746.11,10.37,112512,10.37,101363.04,4.59,13.20,0.26,0.18,0.26,6.62,6.62,81992889647.33,9.97,10.37,91.90,3.89,51.29,1.38,0.08,91.83,1,0.08,8.17,14.52,15.98,16.96,16.95,16.95,6701.76,2144562,6708.20,2146623,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.93,7.70,32,50
gaussian,1024,15,Fan1,728813559.32,6.38,6190,1092425847.46,6.38,5664,0.95,76.95,0.08,52.05,0.25,0.00,0.27,6.66,6.66,47621468926.55,0.68,6.38,50.79,0.07,1.46,3.19,0.10,93.34,1,0.07,6.66,29.16,31.75,50.15,47.94,47.94,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.65,19.77,64,100
gaussian,1024,16,Fan2,871476366.74,9.19,146444,1301911304.10,12.53,112384,12.53,116785.19,4.58,11.93,0.23,0.18,0.23,5.74,5.74,81966400911.16,10.42,12.53,93.01,3.89,52.49,1.33,0.08,92.06,1,0.08,7.94,14.50,15.96,16.77,16.75,16.75,6701.76,2144562,6706.72,2146150,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,3.96,6.19,32,50
gaussian,1024,17,Fan1,732142857.14,6.72,6152,1098273809.52,6.72,5600,0.96,78.19,0.08,51.18,0.25,0.00,0.26,6.55,6.55,50371428571.43,0.68,6.72,50.80,0.07,1.46,3.34,0.11,92.94,1,0.07,7.06,29.14,31.73,49.52,47.34,47.34,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.78,19.97,64,100
gaussian,1024,18,Fan2,871404158.36,9.18,146338,1301697640.75,12.68,112352,12.68,115697.10,4.59,12.10,0.23,0.18,0.23,5.80,5.80,81902876673.31,10.49,12.68,92.87,3.89,51.15,1.29,0.08,92.37,1,0.08,7.63,14.49,15.94,16.86,16.85,16.85,6701.76,2144562,6705.82,2145864,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.05,6.32,32,50
gaussian,1024,19,Fan1,727272727.27,6.68,6134,1088482481.06,6.68,5632,0.96,76.41,0.08,52.31,0.26,0.00,0.27,6.71,6.71,49778409090.91,0.68,6.68,50.80,0.06,1.46,3.33,0.11,93.12,1,0.07,6.88,29.11,31.70,50.64,48.42,48.42,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.52,19.57,64,100
gaussian,1024,20,Fan2,871966885.53,9.16,146161,1303138976.12,12.49,112096,12.49,120525.15,4.58,11.68,0.22,0.18,0.22,5.55,5.55,81825863545.53,10.36,12.49,92.12,3.88,52.50,1.24,0.08,92.40,1,0.08,7.60,14.51,15.96,16.38,16.37,16.37,6683.43,2138699,6689.49,2140636,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,3.75,5.86,32,50
gaussian,1024,21,Fan1,726694915.25,6.66,6172,1089424435.03,6.66,5664,0.95,84.40,0.08,47.32,0.23,0.00,0.24,6.07,6.07,49553672316.38,0.68,6.66,50.80,0.07,1.46,3.13,0.11,92.94,1,0.07,7.06,29.09,31.68,46.40,44.36,44.36,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.95,20.24,64,100
gaussian,1024,22,Fan2,870054084.83,9.17,146282,1300717869.34,10.28,112416,10.28,114867.16,4.56,11.58,0.23,0.18,0.23,5.81,5.81,81692855109.59,9.11,10.28,90.66,3.87,52.30,1.29,0.08,92.20,1,0.08,7.80,14.52,15.98,16.53,16.52,16.52,6669.99,2134398,6674.03,2135691,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,4.01,6.26,32,50
gaussian,1024,23,Fan1,732954545.45,6.55,6175,1096147017.05,6.55,5632,0.95,76.60,0.08,52.09,0.26,0.00,0.27,6.69,6.69,49142045454.55,0.68,6.55,50.80,0.07,1.46,3.23,0.11,93.11,1,0.07,6.89,29.07,31.65,49.07,46.92,46.92,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.69,19.82,64,100
gaussian,1024,24,Fan2,871050384.29,9.14,146412,1301699342.92,12.45,112416,12.45,119038.26,4.56,11.58,0.22,0.18,0.22,5.61,5.61,81536578423.00,10.33,12.45,90.49,3.87,52.93,1.24,0.08,92.43,1,0.08,7.57,14.50,15.96,16.42,16.41,16.41,6669.99,2134398,6674.05,2135695,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,3.85,6.01,32,50
gaussian,1024,25,Fan1,727528089.89,6.54,6208,1089448735.96,6.54,5696,0.95,79.50,0.08,50.14,0.25,0.00,0.26,6.45,6.45,48758426966.29,0.67,6.54,50.80,0.07,1.46,3.19,0.11,92.96,1,0.07,7.04,29.04,31.63,47.35,45.27,45.27,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.72,19.87,64,100
gaussian,1024,26,Fan2,870728929.38,9.14,146305,1301048191.91,12.63,112384,12.63,119314.90,4.56,11.72,0.22,0.18,0.22,5.59,5.59,81459282460.14,10.39,12.63,92.98,3.87,51.40,1.28,0.08,92.43,1,0.08,7.57,14.49,15.94,16.91,16.90,16.90,6669.99,2134398,6674.07,2135704,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,3.87,6.05,32,50
gaussian,1024,27,Fan1,711538461.54,6.54,6164,1057835393.77,6.54,5824,0.95,75.53,0.08,52.73,0.26,0.00,0.27,6.79,6.79,47675824175.82,0.68,6.54,50.80,0.06,1.46,3.46,0.11,92.99,1,0.07,7.01,29.02,31.60,51.59,49.33,49.33,4.90,1568,5.12,1640,512,2,17,0,0,0,1024,0.01,32,5,32,4,12.80,20.00,64,100
gaussian,1024,28,Fan2,870802504.27,9.12,146444,1301186622.56,12.35,112448,12.35,122095.90,4.55,11.46,0.22,0.18,0.22,5.45,5.45,81340637450.20,10.30,12.35,92.85,3.86,52.05,1.34,0.08,91.80,1,0.08,8.20,14.51,15.96,16.35,16.34,16.34,6651.73,2128552,6656.63,2130121,16,65536,16,0,0,0,1048576,25.60,32,128,32,64,3.64,5.68,32,50
